caseid,untrustworthy_n_pre,untrustworthy_n_test,total_n_pre,total_n_test,untrustworthy_flag_pre,untrustworthy_flag_test,election_untrustworthy_n_pre,election_untrustworthy_n_test,election_untrustworthy_flag_pre,election_untrustworthy_flag_test,percentage_of_total_pre,percentage_of_total_test,college,trump_support,female,non_white,knowledge,interest,age4_30_44,age4_45_64,age4_65,age4_under_30,race4_black,race4_hispanic,race4_other,race4_white,educ4_college_grad,educ4_hs_or_less,educ4_postgrad,educ4_some_college,weight,won_election_trump,trump_support_pre
1224240647,0,2,6678,14395,0,1,0,0,0,0,0,1.3893713094824593e-4,0,1,1,0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,2.48284116150239,0,1
1224241553,0,0,1383,3405,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0.489284041918298,0,1
1224270067,39,48,13027,12986,1,1,0,0,0,0,0.00299378214477623,0.00369628831048821,0,1,1,0,3,3,0,0,1,0,0,0,0,1,0,0,0,1,1.43326944411294,1,1
1224271645,0,4,8383,17897,0,1,0,0,0,0,0,2.235011454433704e-4,0,1,1,0,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0.423507440712553,1,1
1224272259,0,7,3306,7471,0,1,0,4,0,1,0,9.369562307589344e-4,1,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,1,0,2.00262917924043,0,1
1224275325,0,2,2292,5380,0,1,0,0,0,0,0,3.717472118959108e-4,0,0,0,0,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0.567474410603755,0,1
1224313331,0,5,7336,18872,0,1,0,2,0,1,0,2.6494277236117e-4,1,0,1,0,4,4,0,1,0,0,0,0,0,1,0,0,1,0,0.402551827770302,0,0
1224313431,0,0,840,2933,0,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0.439840370462124,0,0
1224313475,13,18,4669,14345,1,1,0,0,0,0,0.00278432212465196,0.00125479261066573,0,1,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,1,1.10021101128718,0,1
1224350137,0,0,3779,11611,0,0,0,0,0,0,0,0,1,0,1,1,4,4,0,0,1,0,1,0,0,0,0,0,1,0,0.457177003629052,0,0
1224350787,0,0,135,234,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0.870027799869944,0,0
1224350897,0,0,9520,17159,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0.531328801860909,0,0
1224353813,0,1,13016,34497,0,1,0,0,0,0,0,2.898802794445894e-5,0,0,1,0,3,4,0,0,1,0,0,0,0,1,0,1,0,0,0.628162934839128,0,0
1224387897,0,0,374,533,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,2.25945208876172,0,0
1224423489,0,0,23,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,1,0,1,0,0,0,0,0,0,1,0.690364078962189,0,0
1224423651,0,0,1169,3617,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0.782808834709207,0,0
1224424359,0,0,833,3008,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0.860132145242213,0,0
1224462207,1,2,7481,12477,1,1,0,0,0,0,1.336719689881032e-4,1.6029494269455795e-4,0,0,1,0,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0.253601533813438,0,0
1224462421,0,0,2637,11260,0,0,0,0,0,0,0,0,1,0,1,0,4,3,0,1,0,0,0,0,0,1,1,0,0,0,0.943035698805773,0,0
1224463289,0,2,4909,11170,0,1,0,0,0,0,0,1.7905102954341988e-4,1,0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,0,0,2.47627823146105,0,0
1224468141,0,0,409,1731,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0.924831286386206,0,1
1224500681,1,7,1362,4804,1,1,0,0,0,0,7.342143906020558e-4,0.00145711906744379,0,1,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.423507440712553,1,1
1224545037,0,1,48,316,0,1,0,0,0,0,0,0.00316455696202531,1,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.388070659777166,0,0
1224579705,0,1,7574,20714,0,1,0,0,0,0,0,4.8276527952109686e-5,0,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.313399425515412,0,0
1224580509,0,2,1212,3569,0,1,0,0,0,0,0,5.603810591202018e-4,1,0,1,0,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0.429032655391703,0,0
1224616421,1,0,4319,11297,1,0,0,0,0,0,2.3153507756425097e-4,0,0,0,1,0,3,4,0,1,0,0,0,0,0,1,0,0,0,1,0.298085572355588,0,0
1224616527,0,3,8764,10919,0,1,0,0,0,0,0,2.747504350215221e-4,0,1,1,0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,1.10021101128718,0,1
1224667701,0,0,7229,17937,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,1,0,0,0,0,0,1,0,0,0,1,2.46670523839869,0,1
1224668279,0,2,5112,9489,0,1,0,0,0,0,0,2.107703656865845e-4,1,0,1,1,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0.56959618258367,0,0
1224668291,18,46,19871,58100,1,1,0,0,0,0,9.05842685320316e-4,7.917383820998279e-4,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,1,0,0,1.60487596855774,0,0
1224670137,0,5,3057,8170,0,1,0,0,0,0,0,6.119951040391676e-4,0,0,0,0,4,4,0,0,1,0,0,0,0,1,0,1,0,0,0.695820995832437,0,0
1224718677,0,0,2168,8001,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,0,3.05636868232718,0,0
1224718927,0,0,17448,41330,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,1,6.14761680335737,0,0
1224719031,0,1,162,2528,0,1,0,0,0,0,0,3.9556962025316455e-4,0,1,1,0,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0.423507440712553,1,1
1224719303,0,0,7863,15164,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0.782808834709207,0,0
1224721557,0,7,7831,21677,0,1,0,0,0,0,0,3.2292291368731836e-4,0,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.102586250700567,0,0
1224770327,0,0,3328,8354,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,1,0,1,0,0,0,1,0,0,0,0.454542396565278,0,0
1224771161,0,0,2155,1972,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0.399284342337925,0,0
1224771943,0,0,202,280,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,1,0,0,1,0,0,0,1,0,0,0.911310790574589,0,0
1224772313,0,0,1174,5981,0,0,0,0,0,0,0,0,1,1,1,0,3,3,0,1,0,0,0,0,0,1,0,0,1,0,1.36234969908496,0,1
1224772477,0,0,42,559,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0.423229462352929,0,0
1224772613,4,9,7156,21162,1,1,0,0,0,0,5.589714924538849e-4,4.2529061525375673e-4,0,1,0,0,4,3,0,0,1,0,0,0,0,1,0,0,0,1,2.0903741718834,0,1
1224774643,0,0,22,1004,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,1,0,0,0,1,1,0,0,0,0.723958902076363,0,0
1224779237,0,0,153,499,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0.524870119856339,0,0
1224787523,0,0,14015,34793,0,0,0,0,0,0,0,0,1,0,1,1,3,4,1,0,0,0,0,0,1,0,0,0,1,0,0.615995565912463,0,0
1224811265,0,0,4665,12636,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,1,0,0,0,0,0,1,0,1,0,0,0.580310508189687,1,1
1224811709,0,0,169,216,0,0,0,0,0,0,0,0,1,1,1,0,2,3,1,0,0,0,0,0,0,1,1,0,0,0,2.01748105041346,0,1
1224815509,0,43,2482,8254,0,1,0,0,0,0,0,0.0052095953477102,1,1,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.678682566730819,0,1
1224815523,0,0,2535,3458,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0.102586250700567,0,0
1224815527,2,0,8520,30102,1,0,0,0,0,0,2.3474178403755868e-4,0,0,0,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0.782808834709207,0,0
1224815547,0,0,5596,15648,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0.279196995199661,1,1
1224815553,0,0,3002,5410,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,0,1,1,0,0,0,0.336612009303302,0,0
1224815555,2,2,5536,11093,1,1,1,1,1,1,3.61271676300578e-4,1.8029387902280717e-4,1,0,1,0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0.344356001406632,0,0
1224815557,0,0,2796,10007,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.567474410603755,1,1
1224815563,0,2,58530,162676,0,1,0,0,0,0,0,1.229437655216504e-5,1,0,0,0,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0.561763635955686,0,0
1224815565,0,0,1144,249,0,0,0,0,0,0,0,0,1,0,1,0,4,4,0,1,0,0,0,0,0,1,1,0,0,0,0.278651468460621,0,0
1224815567,0,0,987,4855,0,0,0,0,0,0,0,0,1,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.494418705187291,0,0
1224815573,0,2,863,2632,0,1,0,0,0,0,0,7.598784194528875e-4,1,0,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.381445835993178,0,0
1224815575,2,3,12933,22378,1,1,1,0,1,0,1.5464316090620892e-4,1.3406023773348825e-4,0,1,1,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0.926511542780597,1,1
1224815581,0,5,10222,31030,0,1,0,1,0,1,0,1.6113438607798906e-4,0,0,0,0,4,4,0,0,1,0,0,0,0,1,0,1,0,0,0.695820995832437,0,0
1224815585,1,5,17611,32509,1,1,0,1,0,1,5.6782692635284766e-05,1.5380356209049805e-4,1,0,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.377107289279223,0,0
1224815593,0,0,6674,142,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,1,0,0,0,1,2.46670523839869,0,1
1224815595,6,0,6582,17249,1,0,0,0,0,0,9.11577028258888e-4,0,1,1,0,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.702682107880344,1,1
1224815597,0,4,11419,45345,0,1,0,0,0,0,0,8.821259234755762e-5,1,0,1,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.373252443741463,0,0
1224815605,11,15,3185,5939,1,1,0,0,0,0,0.00345368916797488,0.00252567772352247,1,0,0,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.279250186371152,0,0
1224815607,0,0,401,760,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0.339698164001695,0,0
1224815617,1,0,5465,8368,1,0,0,0,0,0,1.8298261665141812e-4,0,0,1,1,0,4,4,0,0,1,0,0,0,0,1,0,1,0,0,0.195977558792285,0,1
1224815623,0,0,373,1035,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0.678682566730819,0,1
1224815627,0,0,79,250,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0.527234510601202,0,0
1224815631,13,8,9291,16562,1,1,2,0,2,0,0.00139920353029813,4.830334500664171e-4,1,1,0,0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0.62352768711915,1,1
1224815635,0,0,888,3654,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.591743835661906,1,1
1224815637,0,0,6604,8154,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,1,0.347154994764686,0,0
1224815639,0,0,225,899,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0.514154851382032,0,0
1224815641,0,0,0,3449,0,0,0,0,0,0,NA,0,1,0,0,0,4,4,0,0,1,0,0,0,0,1,0,0,1,0,0.424979596579055,0,0
1224838223,1,9,211,2155,1,1,0,0,0,0,0.00473933649289099,0.00417633410672853,1,1,1,0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0.194850539384576,0,1
1224838485,0,0,242,735,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,2.26624211008127,0,1
1224839817,0,1,1567,7337,0,1,0,0,0,0,0,1.362954886193267e-4,0,0,1,0,3,3,0,0,0,1,0,0,0,1,0,0,0,1,1.92573531092696,0,0
1224857161,0,0,5682,15566,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,0,1,0,0,0,1,1.90845160808674,0,1
1224857611,0,0,4467,17985,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0.17733405793728,0,0
1224858375,0,0,3836,10483,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,0,1,0,0,1,0,0.445883949538207,0,0
1224859123,0,1,3739,17718,0,1,0,0,0,0,0,5.6439778756067275e-5,1,0,0,0,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0.345994985212976,0,0
1224860923,0,1,663,2244,0,1,0,0,0,0,0,4.45632798573975e-4,1,0,0,1,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0.102586250700567,0,0
1224860925,0,3,6869,17184,0,1,0,0,0,0,0,1.7458100558659218e-4,0,1,1,0,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0.858624165100415,1,1
1224862647,0,0,2739,544,0,0,0,0,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0.254154838088786,0,0
1224862777,0,0,3609,28066,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,0,0,0,0,0,0,1,0,0,1,0,0.584065793806685,0,1
1224862787,0,0,4925,23617,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,1,0,0,0,0,1,1,0,0,0,1.16539849661822,0,0
1224862809,29,33,14166,32071,1,1,0,0,0,0,0.00204715516024283,0.0010289669795142,1,1,0,0,4,4,0,0,1,0,0,0,0,1,0,0,1,0,0.591743835661906,0,1
1224862815,5,3,19912,20274,1,1,0,0,0,0,2.511048613901165e-4,1.479727730097662e-4,0,0,0,0,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0.376286313070419,0,0
1224862819,0,0,1010,871,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0.423507440712553,1,1
1224862831,0,0,3374,7757,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.381445835993178,0,0
1224862833,0,1,9866,34658,0,1,0,0,0,0,0,2.8853367187950835e-5,1,1,1,0,4,2,0,0,1,0,0,0,0,1,0,0,1,0,3.65570188852261,0,1
1224862837,0,4,6184,11908,0,1,0,1,0,1,0,3.359086328518643e-4,1,1,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.62352768711915,0,1
1224862849,80,178,248,694,1,1,0,0,0,0,0.3225806451612903,0.2564841498559078,0,1,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.590764206710257,1,1
1224862851,2,0,5287,3119,1,0,0,0,0,0,3.782863627766219e-4,0,1,0,1,0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0.391873009523446,1,1
1224862859,0,0,1442,2087,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.377107289279223,0,0
1224862875,0,0,4617,12410,0,0,0,0,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0.254154838088786,0,0
1224862883,0,0,7697,27125,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1.74004602324913,0,0
1224862895,0,1,1187,2942,0,1,0,0,0,0,0,3.399048266485384e-4,0,0,0,0,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0.343206470440525,0,0
1224862903,1,9,6370,13348,1,1,0,3,0,1,1.5698587127158556e-4,6.742583158525622e-4,0,1,1,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,1.56005098930201,0,1
1224877327,1,2,2048,5037,1,1,1,2,1,1,4.8828125e-4,3.970617431010522e-4,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,0,0,1,0.360088479020951,0,0
1224878019,1,4,4454,14838,1,1,0,0,0,0,2.24517287831163e-4,2.695781102574471e-4,0,1,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,1,1.35387671761406,0,1
1224889185,0,0,3345,7123,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,1,0,1,0,0,0,0.645900960257905,0,0
1224889501,368,855,37554,71005,1,1,0,0,0,0,0.00979922245300101,0.01204140553482149,1,1,0,0,3,4,0,1,0,0,0,0,0,1,1,0,0,0,0.439563661906294,1,1
1224889579,6,7,7317,22879,1,1,2,4,2,1,8.200082000820008e-4,3.059574282092749e-4,1,0,0,0,4,4,0,1,0,0,0,0,0,1,1,0,0,0,0.172327180426105,0,0
1224892737,0,0,6,100,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0.717401372221442,1,1
1224897985,0,0,295,1001,0,0,0,0,0,0,0,0,1,0,1,0,2,3,1,0,0,0,0,0,0,1,0,0,1,0,1.63629008706801,0,0
1224898197,0,0,2155,2772,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,1,0,0,1,0,0,0,0,0,0,1,1.74422962943937,0,0
1224905783,0,4,432,807,0,1,0,0,0,0,0,0.00495662949194547,1,1,0,1,3,4,0,1,0,0,0,1,0,0,1,0,0,0,0.102586250700567,0,1
1224906041,22,253,1425,3562,1,1,5,74,5,1,0.01543859649122807,0.07102751263335205,0,1,0,0,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0.400048201733562,0,1
1224906375,1,2,2970,7685,1,1,0,1,0,1,3.367003367003367e-4,2.602472348731295e-4,0,0,0,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.347154994764686,0,0
1224906381,0,1,6124,10639,0,1,0,0,0,0,0,9.399379640943698e-5,0,0,1,0,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0.474350032248884,0,0
1224907749,0,0,6,71,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,0,1,1,0,0,0,0.102586250700567,0,0
1224907763,1299,217,9408,26270,1,1,0,3,0,1,0.13807397959183673,0.00826037304910544,0,1,1,0,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0.460969292671476,1,1
1224910139,0,0,92,19,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0.233968220701252,0,0
1224910201,0,0,1121,2095,0,0,0,0,0,0,0,0,1,0,0,1,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0.102586250700567,0,0
1224910757,1,3,9839,1955,1,1,0,2,0,1,1.0163634515702816e-4,0.00153452685421994,1,1,0,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.980193966209854,1,1
1224910803,7,15,4825,15048,1,1,0,0,0,0,0.00145077720207253,9.96810207336523e-4,1,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.383656762634013,0,0
1224910807,0,0,1387,534,0,0,0,0,0,0,0,0,1,1,0,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.591743835661906,1,1
1224910819,0,3,2319,5128,0,1,0,0,0,0,0,5.850234009360375e-4,1,1,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.62352768711915,0,1
1224910843,0,1,12914,42661,0,1,0,0,0,0,0,2.344061320644148e-5,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1.48675623198674,0,0
1224910853,0,0,62,183,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0.926511542780597,0,1
1224910861,0,6,3481,12399,0,1,0,1,0,1,0,4.839099927413501e-4,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,4.3789443116411,0,0
1224910871,0,0,57,130,0,0,0,0,0,0,0,0,1,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.383656762634013,0,0
1224910891,2,21,1737,4253,1,1,0,0,0,0,0.00115141047783534,0.00493769104161768,1,1,0,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.980193966209854,1,1
1224910911,3,3,13098,50825,1,1,0,0,0,0,2.2904260192395783e-4,5.902606984751599e-5,0,1,1,0,2,3,0,0,1,0,0,0,0,1,0,0,0,1,1.43326944411294,0,1
1224910917,0,0,1497,4552,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,1,0,0,0,1,0.282634479977616,0,0
1224910923,0,2,7389,19527,0,1,0,2,0,1,0,1.0242228708967072e-4,1,0,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.413454651168792,0,0
1224910941,0,1,13,3594,0,1,0,0,0,0,0,2.782415136338342e-4,1,0,1,0,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0.494418705187291,0,0
1224910951,6,3,4870,3872,1,1,1,0,1,0,0.00123203285420944,7.747933884297521e-4,1,1,0,0,4,4,0,0,1,0,0,0,0,1,1,0,0,0,0.62352768711915,1,1
1224910957,0,0,767,14182,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0.926511542780597,0,1
1224910973,3,5,3760,3909,1,1,1,1,1,1,7.978723404255319e-4,0.00127909951394218,0,1,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,5.03374253775832,1,1
1224910999,11,4,6518,12451,1,1,5,4,5,1,0.00168763424363301,3.2125933659946993e-4,1,0,1,0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0.340439312699196,0,0
1224911025,0,0,70,220,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0.309834835423125,0,0
1224911033,16,4,23036,27794,1,1,0,0,0,0,6.945650286508074e-4,1.439159530833993e-4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.48675623198674,0,0
1224911039,0,0,922,1423,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,1,0,0,1,0,1.24231489379693,0,0
1224911049,0,9,13762,32021,0,1,0,0,0,0,0,2.810655507323319e-4,0,1,1,1,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0.467639634766624,0,0
1224911061,7,26,5183,11307,1,1,0,3,0,1,0.00135056916843526,0.00229946051118776,0,1,1,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.35664479654187897,1,1
1224919045,0,0,2902,8114,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0.489284041918298,0,1
1224919187,2,17,4005,28641,1,1,0,0,0,0,4.993757802746567e-4,5.935546943193324e-4,1,0,1,0,3,4,0,1,0,0,0,0,0,1,0,0,1,0,0.286418808732207,0,0
1224937035,0,0,1284,3358,0,0,0,0,0,0,0,0,1,0,1,1,2,4,0,1,0,0,1,0,0,0,1,0,0,0,0.302858593023422,0,0
1224940791,0,0,12657,32049,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,1,0,0,0,1,0.471681843577983,0,0
1224943977,0,2,8741,24667,0,1,0,0,0,0,0,8.107998540560263e-5,0,0,0,0,3,4,0,1,0,0,0,0,0,1,0,1,0,0,0.566499138080711,0,0
1224956903,1,2,1555,2192,1,1,0,0,0,0,6.430868167202572e-4,9.124087591240876e-4,0,1,0,0,3,3,0,0,1,0,0,0,0,1,0,0,0,1,0.517311115572609,1,1
1224956909,0,0,1790,196,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,0,1,0,0,1,0,0.379343597920911,0,0
1224956919,0,1,3947,5435,0,1,0,0,0,0,0,1.839926402943882e-4,1,1,1,0,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0.502015948018151,1,1
1224956921,0,0,2776,9815,0,0,0,0,0,0,0,0,1,1,1,0,3,4,0,0,1,0,0,0,0,1,1,0,0,0,0.465340128208243,1,1
1224956927,0,0,25,12673,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,1,0,1,0,0,0,0,0,0,1,0.705518497346515,0,0
1224956929,0,0,53,740,0,0,0,0,0,0,0,0,1,1,1,0,3,3,0,1,0,0,0,0,0,1,1,0,0,0,1.20888627644204,0,1
1224956931,0,1,1947,9156,0,1,0,1,0,1,0,1.09217999126256e-4,0,0,1,0,2,3,0,1,0,0,0,0,0,1,0,1,0,0,1.58707620580301,0,0
1224956941,1,4,29737,78369,1,1,0,0,0,0,3.3628140027575076e-5,5.104059002922074e-5,0,0,0,0,2,4,0,1,0,0,0,0,0,1,0,0,0,1,0.306351595169879,0,0
1224961639,0,0,931,2694,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.475469519797994,0,0
1224961653,0,0,524,653,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,1,0,0,0,0,0,1,0,0,1,0,1.99075073938546,0,1
1224961755,476,1712,12205,37239,1,1,0,0,0,0,0.03900040966816878,0.04597330755390853,1,1,0,0,4,4,0,0,1,0,0,0,0,1,0,0,1,0,0.980193966209854,1,1
1224961757,0,1,7865,13313,0,1,0,0,0,0,0,7.511454968827462e-5,0,1,1,0,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0.782808834709207,1,1
1224961759,0,0,4069,314,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,1,0,0,0,1,0.376286313070419,0,0
1224961775,0,0,8745,17189,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,0,0,1,1,0,0,0,0.191581111232723,0,0
1224961785,0,0,3457,9981,0,0,0,0,0,0,0,0,1,0,1,0,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0.254154838088786,0,0
1224961787,1,3,5009,13224,1,1,1,0,1,0,1.9964064683569577e-4,2.2686025408348456e-4,1,0,1,0,2,4,0,0,1,0,0,0,0,1,0,0,1,0,0.388070659777166,0,0
1224961799,1,7,15040,42543,1,1,0,0,0,0,6.648936170212766e-5,1.6453940718802153e-4,1,1,0,0,4,4,0,1,0,0,0,0,0,1,0,0,1,0,0.352801620188799,0,1
1224961805,0,1,14901,9399,0,1,0,0,0,0,0,1.0639429726566656e-4,0,1,0,1,3,4,0,1,0,0,0,0,1,0,0,0,0,1,0.475047979728328,0,1
1224961811,0,1,5248,14214,0,1,0,0,0,0,0,7.035317292809905e-5,1,0,0,1,3,3,0,1,0,0,0,0,1,0,1,0,0,0,1.33901512873041,0,0
